Date,DayOfWeek,Interval,Queue,Team,Forecast_Calls,Actual_Calls,Scheduled_Agents,Available_Agents,AHT,ACW,Occupancy,Adherence,SLA,ASA,Abandon_Rate,CSAT
2026-02-09,Monday,10:30,Technical Support,Delta,23,26,9,7,356,46,99,90.2,53,61,17.0,3.54
2026-02-09,Monday,10:30,Billing,Charlie,32,30,10,8,333,32,99,92.2,56,57,15.7,3.63
2026-02-09,Monday,10:30,Sales,Delta,35,36,12,12,353,50,85.7,90.2,72,33,7.7,4.17
2026-02-09,Monday,10:30,VIP,Charlie,28,32,11,9,329,40,99,97.8,55,58,16.0,3.61
2026-02-09,Monday,10:30,Complaints,Charlie,29,32,11,9,340,47,99,91.9,48,68,19.3,3.39
2026-02-09,Monday,10:45,General Support,Alpha,36,39,13,11,372,44,99,91.7,56,56,15.3,3.66
2026-02-09,Monday,10:45,Technical Support,Bravo,32,36,12,11,341,59,93.5,94.0,61,50,13.3,3.79
2026-02-09,Monday,10:45,Billing,Delta,36,37,12,12,361,48,88.1,95.8,68,40,10.0,4.01
2026-02-09,Monday,10:45,Sales,Alpha,37,36,12,12,407,37,85.7,91.4,74,31,7.0,4.21
2026-02-09,Monday,10:45,VIP,Delta,29,26,9,9,376,48,82.5,94.8,75,30,6.7,4.23
2026-02-09,Monday,10:45,Complaints,Delta,32,30,10,10,347,41,85.7,89.9,70,37,9.0,4.08
2026-02-09,Monday,11:00,General Support,Bravo,31,32,11,9,329,49,99,96.0,56,56,15.3,3.66
2026-02-09,Monday,11:00,Technical Support,Bravo,31,33,11,9,331,40,99,92.2,55,58,16.0,3.61
2026-02-09,Monday,11:00,Billing,Alpha,30,30,10,10,333,33,85.7,95.3,71,35,8.3,4.12
2026-02-09,Monday,11:00,Sales,Charlie,35,33,11,10,380,40,94.3,92.7,62,48,12.7,3.83
2026-02-09,Monday,11:00,VIP,Delta,34,35,12,12,343,48,83.3,91.3,69,38,9.3,4.06
2026-02-09,Monday,11:00,Complaints,Bravo,26,27,9,8,326,40,96.4,100,59,52,14.0,3.74
2026-02-09,Monday,11:15,General Support,Delta,34,33,11,9,357,47,99,98.5,55,58,16.0,3.61
2026-02-09,Monday,11:15,Technical Support,Delta,37,36,12,11,313,48,93.5,94.5,63,47,12.3,3.86
2026-02-09,Monday,11:15,Billing,Delta,25,30,10,9,386,56,95.2,96.5,51,64,18.0,3.48
2026-02-09,Monday,11:15,Sales,Delta,30,31,10,10,302,51,88.6,95.6,70,37,9.0,4.08
2026-02-09,Monday,11:15,VIP,Charlie,33,31,10,8,353,44,99,92.8,51,64,18.0,3.48
2026-02-09,Monday,11:15,Complaints,Alpha,31,32,11,9,346,50,99,92.9,56,56,15.3,3.66
2026-02-09,Monday,11:30,General Support,Bravo,31,30,10,8,370,58,99,96.0,55,58,16.0,3.61
2026-02-09,Monday,11:30,Technical Support,Alpha,28,30,10,8,365,47,99,90.5,55,58,16.0,3.61
2026-02-09,Monday,11:30,Billing,Charlie,33,35,12,12,339,34,83.3,96.0,68,39,9.7,4.03
2026-02-09,Monday,11:30,Sales,Alpha,27,30,10,9,328,53,95.2,92.4,63,46,12.0,3.88
2026-02-09,Monday,11:30,VIP,Alpha,32,31,10,9,349,38,98.4,92.8,55,58,16.0,3.61
2026-02-09,Monday,11:30,Complaints,Bravo,31,32,11,10,309,39,91.4,90.6,68,40,10.0,4.01
2026-02-09,Monday,11:45,General Support,Delta,31,32,11,9,335,49,99,89.3,58,53,14.3,3.72
2026-02-09,Monday,11:45,Technical Support,Alpha,41,39,13,13,320,44,85.7,98.9,65,44,11.3,3.92
2026-02-09,Monday,11:45,Billing,Charlie,31,33,11,11,356,39,85.7,99.0,71,35,8.3,4.12
2026-02-09,Monday,11:45,Sales,Delta,32,33,11,10,327,33,94.3,92.7,61,50,13.3,3.79
2026-02-09,Monday,11:45,VIP,Charlie,26,29,10,9,364,56,92.1,93.1,62,48,12.7,3.83
2026-02-09,Monday,11:45,Complaints,Alpha,36,36,12,11,370,38,93.5,92.9,60,51,13.7,3.77
2026-02-09,Monday,12:00,General Support,Alpha,29,28,10,9,350,43,88.9,85.6,67,41,10.3,3.99
2026-02-09,Monday,12:00,Technical Support,Alpha,26,28,10,8,364,46,99,87.0,57,55,15.0,3.68
2026-02-09,Monday,12:00,Billing,Delta,22,23,8,8,342,35,82.1,89.0,70,36,8.7,4.1
2026-02-09,Monday,12:00,Sales,Delta,30,28,10,10,363,44,80.0,91.1,78,25,5.0,4.34
2026-02-09,Monday,12:00,VIP,Charlie,33,33,11,11,327,62,85.7,90.0,71,35,8.3,4.12
2026-02-09,Monday,12:00,Complaints,Bravo,28,28,10,10,372,41,80.0,84.8,77,27,5.7,4.3
2026-02-09,Monday,12:15,General Support,Delta,25,24,8,7,353,42,98.0,92.2,61,50,13.3,3.79
2026-02-09,Monday,12:15,Technical Support,Alpha,25,27,9,8,305,43,96.4,88.8,56,56,15.3,3.66
2026-02-09,Monday,12:15,Billing,Bravo,26,31,10,9,391,39,98.4,89.1,54,59,16.3,3.59
2026-02-09,Monday,12:15,Sales,Alpha,25,22,8,8,373,44,78.6,84.2,75,30,6.7,4.23
2026-02-09,Monday,12:15,VIP,Bravo,21,23,8,8,318,46,82.1,92.9,70,36,8.7,4.1
2026-02-09,Monday,12:15,Complaints,Charlie,23,23,8,7,328,48,93.9,85.7,62,48,12.7,3.83
2026-02-09,Monday,12:30,General Support,Charlie,28,30,10,10,291,39,85.7,84.8,70,36,8.7,4.1
2026-02-09,Monday,12:30,Technical Support,Alpha,35,35,12,10,305,39,99,90.0,59,52,14.0,3.74
2026-02-09,Monday,12:30,Billing,Charlie,26,30,10,8,298,36,99,86.2,54,59,16.3,3.59
2026-02-09,Monday,12:30,Sales,Alpha,27,30,10,9,327,46,95.2,88.7,64,45,11.7,3.9
2026-02-09,Monday,12:30,VIP,Alpha,20,25,9,8,348,50,89.3,89.6,63,46,12.0,3.88
2026-02-09,Monday,12:30,Complaints,Delta,26,24,8,7,326,33,98.0,83.2,55,58,16.0,3.61
2026-02-09,Monday,12:45,General Support,Alpha,22,24,8,8,298,51,85.7,94.7,65,44,11.3,3.92
2026-02-09,Monday,12:45,Technical Support,Alpha,24,25,9,8,326,36,89.3,88.5,60,51,13.7,3.77
2026-02-09,Monday,12:45,Billing,Charlie,29,30,10,9,294,32,95.2,91.7,61,50,13.3,3.79
2026-02-09,Monday,12:45,Sales,Bravo,17,19,7,5,352,47,99,88.5,56,56,15.3,3.66
2026-02-09,Monday,12:45,VIP,Delta,27,28,10,9,373,35,88.9,88.8,65,44,11.3,3.92
2026-02-09,Monday,12:45,Complaints,Alpha,24,24,8,8,319,46,85.7,88.6,68,40,10.0,4.01
2026-02-09,Monday,13:00,General Support,Alpha,7,6,3,3,331,43,57.1,92.8,94,2,0,4.86
2026-02-09,Monday,13:00,Technical Support,Delta,12,11,5,3,329,41,99,93.6,51,63,17.7,3.5
2026-02-09,Monday,13:00,Billing,Bravo,12,13,5,4,330,45,92.9,87.1,56,56,15.3,3.66
2026-02-09,Monday,13:00,Sales,Delta,7,7,4,4,300,46,50.0,92.0,94,2,0,4.86
2026-02-09,Monday,13:00,VIP,Charlie,12,9,4,2,363,37,99,93.1,58,54,14.7,3.7
2026-02-09,Monday,13:00,Complaints,Alpha,12,11,5,3,338,33,99,91.7,50,65,18.3,3.46
2026-02-09,Monday,13:15,General Support,Bravo,10,12,5,5,344,37,68.6,86.4,86,13,1.0,4.61
2026-02-09,Monday,13:15,Technical Support,Charlie,18,17,6,6,346,49,81.0,92.4,75,29,6.3,4.26
2026-02-09,Monday,13:15,Billing,Charlie,7,8,4,4,345,57,57.1,99.0,94,2,0,4.86
2026-02-09,Monday,13:15,Sales,Alpha,1,4,3,2,328,46,57.1,94.8,94,2,0,4.86
2026-02-09,Monday,13:15,VIP,Charlie,9,9,4,4,331,50,64.3,93.8,93,3,0,4.83
2026-02-09,Monday,13:15,Complaints,Delta,8,9,4,2,338,36,99,92.3,55,58,16.0,3.61
2026-02-09,Monday,13:30,General Support,Delta,3,4,3,2,363,42,57.1,95.8,94,2,0,4.86
2026-02-09,Monday,13:30,Technical Support,Charlie,7,9,4,4,377,50,64.3,88.9,94,2,0,4.86
2026-02-09,Monday,13:30,Billing,Delta,2,5,3,2,339,55,71.4,93.2,83,18,2.7,4.5
2026-02-09,Monday,13:30,Sales,Bravo,15,13,5,4,392,60,92.9,91.5,58,54,14.7,3.7
2026-02-09,Monday,13:30,VIP,Alpha,9,11,5,4,343,40,78.6,93.5,75,30,6.7,4.23
2026-02-09,Monday,13:30,Complaints,Charlie,8,9,4,2,307,46,99,94.6,58,54,14.7,3.7
2026-02-09,Monday,13:45,General Support,Charlie,3,6,3,2,361,56,85.7,95.6,65,44,11.3,3.92
2026-02-09,Monday,13:45,Technical Support,Charlie,13,14,6,5,332,59,80.0,94.9,74,31,7.0,4.21
2026-02-09,Monday,13:45,Billing,Alpha,13,6,3,2,368,48,85.7,90.1,68,39,9.7,4.03
2026-02-09,Monday,13:45,Sales,Delta,8,9,4,2,304,31,99,88.4,54,60,16.7,3.57
2026-02-09,Monday,13:45,VIP,Alpha,9,9,4,2,345,36,99,98.3,58,54,14.7,3.7
2026-02-09,Monday,13:45,Complaints,Bravo,8,10,4,3,325,45,95.2,93.9,58,53,14.3,3.72
2026-02-09,Monday,14:00,General Support,Alpha,28,29,10,9,396,46,92.1,96.7,61,50,13.3,3.79
2026-02-09,Monday,14:00,Technical Support,Alpha,27,29,10,10,329,51,82.9,99.5,74,31,7.0,4.21
2026-02-09,Monday,14:00,Billing,Bravo,27,28,10,10,355,59,80.0,91.7,75,29,6.3,4.26
2026-02-09,Monday,14:00,Sales,Delta,27,26,9,7,360,45,99,94.6,52,62,17.3,3.52
2026-02-09,Monday,14:00,VIP,Delta,32,30,10,10,398,44,85.7,90.6,72,34,8.0,4.14
2026-02-09,Monday,14:00,Complaints,Delta,35,34,11,11,341,42,88.3,96.9,63,46,12.0,3.88
2026-02-09,Monday,14:15,General Support,Delta,26,26,9,7,367,50,99,97.5,51,63,17.7,3.5
2026-02-09,Monday,14:15,Technical Support,Charlie,31,34,11,11,380,44,88.3,97.6,70,36,8.7,4.1
2026-02-09,Monday,14:15,Billing,Charlie,28,27,9,8,325,51,96.4,94.6,53,61,17.0,3.54
2026-02-09,Monday,14:15,Sales,Charlie,25,27,9,7,340,53,99,90.9,54,59,16.3,3.59
2026-02-09,Monday,14:15,VIP,Alpha,33,31,10,9,304,33,98.4,98.2,51,64,18.0,3.48
2026-02-09,Monday,14:15,Complaints,Delta,24,28,10,10,317,37,80.0,95.3,74,31,7.0,4.21
2026-02-09,Monday,14:30,General Support,Delta,27,27,9,8,326,41,96.4,98.1,58,53,14.3,3.72
2026-02-09,Monday,14:30,Technical Support,Alpha,32,31,10,9,305,43,98.4,90.9,60,51,13.7,3.77
2026-02-09,Monday,14:30,Billing,Delta,26,29,10,9,375,32,92.1,89.2,63,47,12.3,3.86
2026-02-09,Monday,14:30,Sales,Charlie,25,26,9,7,343,48,99,92.0,54,59,16.3,3.59
2026-02-09,Monday,14:30,VIP,Alpha,28,31,10,8,318,59,99,90.8,52,62,17.3,3.52
2026-02-09,Monday,14:30,Complaints,Bravo,31,29,10,10,311,51,82.9,92.1,68,40,10.0,4.01
2026-02-09,Monday,14:45,General Support,Alpha,34,32,11,10,307,36,91.4,90.5,63,46,12.0,3.88
2026-02-09,Monday,14:45,Technical Support,Alpha,29,26,9,7,414,39,99,92.0,54,60,16.7,3.57
2026-02-09,Monday,14:45,Billing,Bravo,28,30,10,9,370,42,95.2,91.0,60,51,13.7,3.77
2026-02-09,Monday,14:45,Sales,Alpha,24,26,9,7,320,51,99,97.0,49,66,18.7,3.43
2026-02-09,Monday,14:45,VIP,Bravo,28,29,10,9,360,45,92.1,88.8,62,48,12.7,3.83
2026-02-09,Monday,14:45,Complaints,Charlie,30,27,9,7,345,41,99,90.0,58,54,14.7,3.7
2026-02-09,Monday,15:00,General Support,Delta,25,28,10,8,289,41,99,91.5,58,54,14.7,3.7
2026-02-09,Monday,15:00,Technical Support,Charlie,28,28,10,10,332,47,80.0,95.0,71,35,8.3,4.12
2026-02-09,Monday,15:00,Billing,Delta,30,32,11,10,348,38,91.4,91.8,63,47,12.3,3.86
2026-02-09,Monday,15:00,Sales,Delta,29,29,10,10,392,28,82.9,89.8,75,30,6.7,4.23
2026-02-09,Monday,15:00,VIP,Delta,27,30,10,10,353,46,85.7,93.9,65,44,11.3,3.92
2026-02-09,Monday,15:00,Complaints,Bravo,27,28,10,9,383,58,88.9,91.9,63,47,12.3,3.86
2026-02-09,Monday,15:15,General Support,Alpha,32,32,11,11,352,54,83.1,91.6,75,29,6.3,4.26
2026-02-09,Monday,15:15,Technical Support,Delta,26,29,10,10,339,58,82.9,90.8,70,36,8.7,4.1
2026-02-09,Monday,15:15,Billing,Bravo,30,31,10,10,333,39,88.6,90.0,67,41,10.3,3.99
2026-02-09,Monday,15:15,Sales,Bravo,22,25,9,7,341,39,99,98.2,56,56,15.3,3.66
2026-02-09,Monday,15:15,VIP,Charlie,28,25,9,9,340,54,79.4,97.7,72,33,7.7,4.17
2026-02-09,Monday,15:15,Complaints,Charlie,33,33,11,9,337,47,99,89.8,53,61,17.0,3.54
2026-02-09,Monday,15:30,General Support,Delta,23,23,8,7,315,45,93.9,93.0,57,55,15.0,3.68
2026-02-09,Monday,15:30,Technical Support,Charlie,28,26,9,8,275,35,92.9,93.2,62,48,12.7,3.83
2026-02-09,Monday,15:30,Billing,Delta,31,32,11,10,326,55,91.4,90.9,64,45,11.7,3.9
2026-02-09,Monday,15:30,Sales,Charlie,34,33,11,9,359,50,99,91.6,51,63,17.7,3.5
2026-02-09,Monday,15:30,VIP,Delta,23,24,8,7,354,48,98.0,90.2,59,52,14.0,3.74
2026-02-09,Monday,15:30,Complaints,Bravo,33,32,11,9,282,51,99,90.1,61,49,13.0,3.81
2026-02-09,Monday,15:45,General Support,Alpha,29,28,10,10,363,47,80.0,91.3,72,34,8.0,4.14
2026-02-09,Monday,15:45,Technical Support,Alpha,30,28,10,9,383,52,88.9,91.0,65,43,11.0,3.94
2026-02-09,Monday,15:45,Billing,Charlie,23,23,8,6,309,46,99,91.1,56,56,15.3,3.66
2026-02-09,Monday,15:45,Sales,Bravo,33,32,11,9,356,59,99,96.9,57,55,15.0,3.68
2026-02-09,Monday,15:45,VIP,Delta,32,34,11,10,335,50,97.1,94.3,61,49,13.0,3.81
2026-02-09,Monday,15:45,Complaints,Bravo,29,27,9,8,333,35,96.4,100,64,45,11.7,3.9
2026-02-09,Monday,16:00,General Support,Delta,22,24,8,7,344,40,98.0,98.1,58,53,14.3,3.72
2026-02-09,Monday,16:00,Technical Support,Delta,23,23,8,6,367,32,99,96.5,52,62,17.3,3.52
2026-02-09,Monday,16:00,Billing,Alpha,31,32,11,9,329,56,99,94.7,53,61,17.0,3.54
2026-02-09,Monday,16:00,Sales,Delta,31,31,10,9,392,51,98.4,91.6,51,63,17.7,3.5
2026-02-09,Monday,16:00,VIP,Alpha,28,28,10,8,318,41,99,90.8,54,59,16.3,3.59
2026-02-09,Monday,16:00,Complaints,Charlie,18,21,8,6,381,57,99,97.2,51,64,18.0,3.48
2026-02-09,Monday,16:15,General Support,Alpha,26,26,9,8,350,40,92.9,89.4,61,49,13.0,3.81
2026-02-09,Monday,16:15,Technical Support,Delta,27,33,11,10,358,31,94.3,88.6,57,55,15.0,3.68
2026-02-09,Monday,16:15,Billing,Delta,32,30,10,9,372,34,95.2,93.6,60,51,13.7,3.77
2026-02-09,Monday,16:15,Sales,Delta,30,28,10,8,332,42,99,92.9,56,56,15.3,3.66
2026-02-09,Monday,16:15,VIP,Alpha,25,22,8,7,317,48,89.8,91.5,56,57,15.7,3.63
2026-02-09,Monday,16:15,Complaints,Bravo,26,27,9,8,329,41,96.4,95.6,52,62,17.3,3.52
2026-02-09,Monday,16:30,General Support,Alpha,26,25,9,7,347,36,99,96.4,55,58,16.0,3.61
2026-02-09,Monday,16:30,Technical Support,Charlie,31,28,10,10,332,40,80.0,91.1,75,30,6.7,4.23
2026-02-09,Monday,16:30,Billing,Alpha,23,24,8,8,341,57,85.7,94.8,67,41,10.3,3.99
2026-02-09,Monday,16:30,Sales,Charlie,29,31,10,10,320,59,88.6,95.1,66,42,10.7,3.97
2026-02-09,Monday,16:30,VIP,Bravo,22,23,8,7,321,52,93.9,90.6,66,42,10.7,3.97
2026-02-09,Monday,16:30,Complaints,Alpha,25,29,10,9,340,45,92.1,89.7,65,43,11.0,3.94
2026-02-09,Monday,16:45,General Support,Alpha,26,30,10,8,344,56,99,94.7,55,58,16.0,3.61
2026-02-09,Monday,16:45,Technical Support,Charlie,29,31,10,8,333,52,99,95.7,61,50,13.3,3.79
2026-02-09,Monday,16:45,Billing,Charlie,27,27,9,8,301,49,96.4,94.5,58,53,14.3,3.72
2026-02-09,Monday,16:45,Sales,Delta,29,29,10,8,393,56,99,98.2,58,54,14.7,3.7
2026-02-09,Monday,16:45,VIP,Alpha,29,29,10,10,368,40,82.9,88.3,71,35,8.3,4.12
2026-02-09,Monday,16:45,Complaints,Bravo,26,28,10,9,351,55,88.9,91.1,63,47,12.3,3.86
2026-02-09,Monday,17:00,General Support,Bravo,9,10,4,4,385,32,71.4,92.7,84,17,2.3,4.52
2026-02-09,Monday,17:00,Technical Support,Alpha,8,11,5,3,344,44,99,96.3,51,63,17.7,3.5
2026-02-09,Monday,17:00,Billing,Alpha,10,11,5,4,342,46,78.6,86.2,73,32,7.3,4.19
2026-02-09,Monday,17:00,Sales,Alpha,6,7,4,4,381,32,50.0,98.1,94,2,0,4.86
2026-02-09,Monday,17:00,VIP,Bravo,11,13,5,5,344,41,74.3,92.1,79,23,4.3,4.39
2026-02-09,Monday,17:00,Complaints,Delta,9,10,4,3,366,52,95.2,91.7,58,54,14.7,3.7
2026-02-09,Monday,17:15,General Support,Delta,12,12,5,4,358,46,85.7,96.7,67,41,10.3,3.99
2026-02-09,Monday,17:15,Technical Support,Delta,11,7,4,2,234,63,99,95.9,55,58,16.0,3.61
2026-02-09,Monday,17:15,Billing,Bravo,15,14,6,4,324,52,99,91.7,53,61,17.0,3.54
2026-02-09,Monday,17:15,Sales,Charlie,4,5,3,2,316,50,71.4,96.8,83,18,2.7,4.5
2026-02-09,Monday,17:15,VIP,Delta,13,12,5,3,356,42,99,90.8,56,56,15.3,3.66
2026-02-09,Monday,17:15,Complaints,Charlie,0,0,3,3,279,42,0.0,90.4,94,2,0,4.86
2026-02-09,Monday,17:30,General Support,Charlie,5,7,4,4,335,40,50.0,99.0,94,2,0,4.86
2026-02-09,Monday,17:30,Technical Support,Alpha,5,10,4,2,353,56,99,95.6,57,55,15.0,3.68
2026-02-09,Monday,17:30,Billing,Bravo,11,10,4,3,384,32,95.2,91.8,55,58,16.0,3.61
2026-02-09,Monday,17:30,Sales,Alpha,6,7,4,3,379,40,66.7,88.1,87,12,0.7,4.63
2026-02-09,Monday,17:30,VIP,Delta,6,9,4,3,385,52,85.7,91.0,69,38,9.3,4.06
2026-02-09,Monday,17:30,Complaints,Alpha,8,7,4,4,364,53,50.0,90.9,94,2,0,4.86
2026-02-09,Monday,17:45,General Support,Bravo,11,12,5,3,360,60,99,97.5,54,60,16.7,3.57
2026-02-09,Monday,17:45,Technical Support,Charlie,14,12,5,5,351,57,68.6,88.5,89,10,0,4.68
2026-02-09,Monday,17:45,Billing,Charlie,5,7,4,2,308,46,99,91.0,50,65,18.3,3.46
2026-02-09,Monday,17:45,Sales,Charlie,10,9,4,2,310,45,99,91.9,48,68,19.3,3.39
2026-02-09,Monday,17:45,VIP,Charlie,6,10,4,3,404,35,95.2,94.3,61,50,13.3,3.79
2026-02-09,Monday,17:45,Complaints,Delta,11,9,4,4,316,46,64.3,95.9,87,12,0.7,4.63
2026-02-09,Monday,18:00,General Support,Delta,18,16,6,4,377,42,99,94.7,51,63,17.7,3.5
2026-02-09,Monday,18:00,Technical Support,Bravo,22,23,8,8,367,32,82.1,100,71,35,8.3,4.12
2026-02-09,Monday,18:00,Billing,Bravo,17,20,7,5,334,47,99,92.5,55,58,16.0,3.61
2026-02-09,Monday,18:00,Sales,Bravo,22,26,9,7,360,47,99,93.0,56,57,15.7,3.63
2026-02-09,Monday,18:00,VIP,Charlie,21,21,8,6,381,41,99,97.6,55,58,16.0,3.61
2026-02-09,Monday,18:00,Complaints,Bravo,13,16,6,4,326,37,99,92.0,56,56,15.3,3.66
2026-02-09,Monday,18:15,General Support,Delta,28,29,10,9,374,52,92.1,98.4,65,44,11.3,3.92
2026-02-09,Monday,18:15,Technical Support,Charlie,20,20,7,5,354,50,99,88.9,53,61,17.0,3.54
2026-02-09,Monday,18:15,Billing,Alpha,17,17,6,6,359,49,81.0,90.4,68,39,9.7,4.03
2026-02-09,Monday,18:15,Sales,Bravo,17,18,7,7,406,37,73.5,93.8,79,23,4.3,4.39
2026-02-09,Monday,18:15,VIP,Delta,22,26,9,7,322,53,99,96.9,48,68,19.3,3.39
2026-02-09,Monday,18:15,Complaints,Delta,27,25,9,8,365,39,89.3,95.7,68,40,10.0,4.01
2026-02-09,Monday,18:30,General Support,Alpha,21,16,6,4,343,30,99,88.1,54,59,16.3,3.59
2026-02-09,Monday,18:30,Technical Support,Bravo,22,20,7,5,368,42,99,96.4,56,57,15.7,3.63
2026-02-09,Monday,18:30,Billing,Charlie,26,24,8,8,359,45,85.7,93.9,69,38,9.3,4.06
2026-02-09,Monday,18:30,Sales,Alpha,15,15,6,4,337,59,99,91.8,54,59,16.3,3.59
2026-02-09,Monday,18:30,VIP,Bravo,26,23,8,7,382,48,93.9,91.8,58,54,14.7,3.7
2026-02-09,Monday,18:30,Complaints,Bravo,20,21,8,8,396,42,75.0,92.3,86,14,1.3,4.59
2026-02-09,Monday,18:45,General Support,Alpha,18,19,7,6,354,42,90.5,89.6,68,40,10.0,4.01
2026-02-09,Monday,18:45,Technical Support,Delta,17,19,7,5,337,46,99,93.9,49,67,19.0,3.41
2026-02-09,Monday,18:45,Billing,Bravo,20,24,8,7,366,46,98.0,89.1,56,56,15.3,3.66
2026-02-09,Monday,18:45,Sales,Delta,15,16,6,6,386,35,76.2,91.8,78,25,5.0,4.34
2026-02-09,Monday,18:45,VIP,Charlie,16,21,8,6,315,52,99,92.9,56,57,15.7,3.63
2026-02-09,Monday,18:45,Complaints,Bravo,28,26,9,9,349,57,82.5,91.9,70,36,8.7,4.1
2026-02-09,Monday,19:00,General Support,Bravo,23,22,8,8,377,43,78.6,91.6,77,26,5.3,4.32
2026-02-09,Monday,19:00,Technical Support,Bravo,12,16,6,4,357,32,99,92.3,58,54,14.7,3.7
2026-02-09,Monday,19:00,Billing,Charlie,23,24,8,8,376,55,85.7,94.7,69,38,9.3,4.06
2026-02-09,Monday,19:00,Sales,Charlie,17,19,7,7,333,34,77.6,93.0,79,23,4.3,4.39
2026-02-09,Monday,19:00,VIP,Alpha,22,22,8,6,331,48,99,84.7,56,57,15.7,3.63
2026-02-09,Monday,19:00,Complaints,Bravo,24,19,7,5,316,45,99,94.9,58,53,14.3,3.72
2026-02-09,Monday,19:15,General Support,Alpha,24,25,9,7,349,43,99,91.7,54,59,16.3,3.59
2026-02-09,Monday,19:15,Technical Support,Bravo,23,21,8,7,329,46,85.7,91.5,71,35,8.3,4.12
2026-02-09,Monday,19:15,Billing,Alpha,24,20,7,6,383,40,95.2,89.5,55,58,16.0,3.61
2026-02-09,Monday,19:15,Sales,Alpha,23,24,8,7,323,59,98.0,98.6,54,60,16.7,3.57
2026-02-09,Monday,19:15,VIP,Delta,26,23,8,6,310,38,99,94.6,51,63,17.7,3.5
2026-02-09,Monday,19:15,Complaints,Alpha,20,21,8,7,332,48,85.7,94.5,64,45,11.7,3.9
2026-02-09,Monday,19:30,General Support,Bravo,20,22,8,7,373,48,89.8,96.0,59,52,14.0,3.74
2026-02-09,Monday,19:30,Technical Support,Alpha,23,23,8,8,318,46,82.1,90.5,77,26,5.3,4.32
2026-02-09,Monday,19:30,Billing,Charlie,23,25,9,9,287,47,79.4,91.8,71,35,8.3,4.12
2026-02-09,Monday,19:30,Sales,Delta,26,23,8,7,333,51,93.9,95.0,62,48,12.7,3.83
2026-02-09,Monday,19:30,VIP,Alpha,19,23,8,7,381,54,93.9,99.8,61,50,13.3,3.79
2026-02-09,Monday,19:30,Complaints,Alpha,23,22,8,6,323,44,99,91.2,56,57,15.7,3.63
2026-02-09,Monday,19:45,General Support,Alpha,27,27,9,7,332,49,99,92.6,51,63,17.7,3.5
2026-02-09,Monday,19:45,Technical Support,Delta,22,24,8,8,332,54,85.7,89.9,67,41,10.3,3.99
2026-02-09,Monday,19:45,Billing,Bravo,28,26,9,8,374,33,92.9,89.4,61,49,13.0,3.81
2026-02-09,Monday,19:45,Sales,Alpha,27,26,9,8,324,45,92.9,96.8,61,49,13.0,3.81
2026-02-09,Monday,19:45,VIP,Bravo,26,23,8,8,303,44,82.1,93.6,77,27,5.7,4.3
2026-02-09,Monday,19:45,Complaints,Alpha,21,22,8,6,364,46,99,89.0,57,55,15.0,3.68
2026-02-09,Monday,20:00,General Support,Bravo,21,22,8,6,346,53,99,90.5,54,59,16.3,3.59
2026-02-09,Monday,20:00,Technical Support,Delta,20,24,8,8,358,49,85.7,93.3,71,35,8.3,4.12
2026-02-09,Monday,20:00,Billing,Bravo,20,21,8,7,303,58,85.7,89.2,70,36,8.7,4.1
2026-02-09,Monday,20:00,Sales,Delta,25,25,9,8,389,43,89.3,93.5,68,39,9.7,4.03
2026-02-09,Monday,20:00,VIP,Bravo,17,18,7,7,343,55,73.5,88.0,82,19,3.0,4.48
2026-02-09,Monday,20:00,Complaints,Charlie,23,19,7,6,333,53,90.5,94.4,67,41,10.3,3.99
2026-02-09,Monday,20:15,General Support,Delta,20,21,8,6,355,47,99,88.6,57,55,15.0,3.68
2026-02-09,Monday,20:15,Technical Support,Bravo,18,19,7,5,275,54,99,94.0,54,59,16.3,3.59
2026-02-09,Monday,20:15,Billing,Charlie,20,22,8,6,333,49,99,92.5,52,62,17.3,3.52
2026-02-09,Monday,20:15,Sales,Delta,20,21,8,8,356,53,75.0,94.9,77,26,5.3,4.32
2026-02-09,Monday,20:15,VIP,Alpha,24,22,8,6,327,36,99,89.8,58,54,14.7,3.7
2026-02-09,Monday,20:15,Complaints,Alpha,23,23,8,8,334,43,82.1,93.7,75,29,6.3,4.26
2026-02-09,Monday,20:30,General Support,Charlie,25,21,8,6,364,51,99,92.5,53,61,17.0,3.54
2026-02-09,Monday,20:30,Technical Support,Delta,16,17,6,4,330,39,99,91.1,53,61,17.0,3.54
2026-02-09,Monday,20:30,Billing,Bravo,17,20,7,5,370,44,99,97.2,54,59,16.3,3.59
2026-02-09,Monday,20:30,Sales,Alpha,25,24,8,6,380,46,99,89.3,49,66,18.7,3.43
2026-02-09,Monday,20:30,VIP,Charlie,18,18,7,6,334,52,85.7,88.3,65,43,11.0,3.94
2026-02-09,Monday,20:30,Complaints,Alpha,19,20,7,6,278,63,95.2,92.0,57,55,15.0,3.68
2026-02-09,Monday,20:45,General Support,Bravo,19,16,6,6,322,40,76.2,93.6,79,23,4.3,4.39
2026-02-09,Monday,20:45,Technical Support,Alpha,26,24,8,8,312,42,85.7,97.4,72,34,8.0,4.14
2026-02-09,Monday,20:45,Billing,Alpha,20,23,8,6,406,35,99,93.6,55,58,16.0,3.61
2026-02-09,Monday,20:45,Sales,Bravo,19,19,7,7,357,55,77.6,90.2,70,37,9.0,4.08
2026-02-09,Monday,20:45,VIP,Delta,22,22,8,6,248,45,99,87.7,49,66,18.7,3.43
